EPA AQS ID,Country Code,Data Source,EPA Region,Elevation,GMT Offset Amount (hours),Latitude,Local Time at Monitor,Longitude,OZONE,Ozone & PM AQI,Ozone & PM AQI (For Labeling),Ozone & PM AQI (For Sorting),Ozone AQI,Ozone AQI (For Labeling),Ozone AQI (For Sorting),Ozone Measured at Site,Ozone Unit of Measure,PM10,PM10 AQI,PM10 AQI (For Labeling),PM10 AQI (For Sorting),PM10 Measured at Site,PM10 Unit of Measure,PM2.5,PM2.5 AQI,PM2.5 AQI (For Labeling),PM2.5 AQI (For Sorting),PM2.5 Measured at Site,PM2.5 Unit of Measure,PM2.5 & PM10 AQI,PM2.5 & PM10 AQI (For Labeling),PM2.5 & PM10 AQI (For Sorting),Reporting Area(s),Site Name,State Name,Site Operational Status,ValidTime,ObjectId,MonitorType,x,y
060831013,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.7256,2025-05-15 20:00:00 GMT-8,-120.4278,26,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Lompoc,Lompoc HS&P,CA,Active,5/16/2025 4:00:00 AM,479154400,Permanent,-13405961.3733542,4126653.52307741
060831014,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.5414,2025-05-15 20:00:00 GMT-8,-119.7906,,37,37,37,37,37,37,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Paradise Road,Paradise Road,CA,Active,5/16/2025 4:00:00 AM,479154401,Permanent,-13335028.5938207,4101732.56738377
060831018,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.5275,2025-05-15 20:00:00 GMT-8,-120.1956,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Gaviota Coast,Nojoqui GTCB,CA,Inactive,5/16/2025 4:00:00 AM,479154402,Permanent,-13380112.987592,4099854.23744346
060831021,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.402802,2025-05-15 20:00:00 GMT-8,-119.457497,11,11,11,11,11,11,11,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Carpinteria,Carpinteria,CA,Active,5/16/2025 4:00:00 AM,479154403,Permanent,-13297947.737479,4083017.58593376
060831025,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.4897,2025-05-15 20:00:00 GMT-8,-120.0458,51,41,41,41,41,41,41,1,PPB,22.0,21.0,21,21,1,UG/M3,,,ND,-999,0,,21,21,21,Gaviota Coast,Las Flores Canyon,CA,Active,5/16/2025 4:00:00 AM,479154404,Permanent,-13363437.3278712,4094747.84580816
060832004,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.637798,2025-05-15 20:00:00 GMT-8,-120.456703,38,56,56,56,33,33,33,1,PPB,24.0,22.0,22,22,1,UG/M3,,56,56,56,1,,56,56,56,Lompoc,Lompoc H Street,CA,Active,5/16/2025 4:00:00 AM,479154405,Permanent,-13409178.8405966,4114767.63138298
060832011,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.445301,2025-05-15 20:00:00 GMT-8,-119.827797,31,52,52,52,31,31,31,1,PPB,27.0,26.0,26,26,1,UG/M3,9,52,52,52,1,UG/M3,52,52,52,Goleta,Goleta,CA,Active,5/16/2025 4:00:00 AM,479154406,Permanent,-13339169.3449198,4088752.9518918
060833001,US,Santa Barbara County Air Pollution Control District,R9,204.7,-8,34.605819,2025-05-15 20:00:00 GMT-8,-120.07506,35,47,47,47,31,31,31,1,PPB,,,ND,-999,0,,9,47,47,47,1,UG/M3,47,47,47,Santa Ynez,Santa Ynez,CA,Active,5/16/2025 4:00:00 AM,479154407,Permanent,-13366694.5361718,4110441.7122792
060834003,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.5961,2025-05-15 20:00:00 GMT-8,-120.6303,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Lompoc,VAFB South Base,CA,Inactive,5/16/2025 4:00:00 AM,479154408,Permanent,-13428503.5702398,4109127.31690789
060850002,US,Bay Area Air District,R9,62.8,-8,36.999571,2025-05-15 20:00:00 GMT-8,-121.574684,27,42,42,42,30,30,30,1,PPB,,,ND,-999,0,,9,42,42,42,1,UG/M3,42,42,42,San Jose,Gilroy - 9th Street,CA,Active,5/16/2025 4:00:00 AM,479154409,Permanent,-13533631.9162331,4439046.99035172
060850005,US,Bay Area Air District,R9,9.5,-8,37.3483,2025-05-15 20:00:00 GMT-8,-121.8947,39,37,37,37,37,37,37,1,PPB,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Jose,San Jose - Jackson St.,CA,Active,5/16/2025 4:00:00 AM,479154410,Permanent,-13569255.9343988,4487767.15356909
060850006,US,Bay Area Air District,R9,0,-8,37.338202,2025-05-15 20:00:00 GMT-8,-121.849892,,12,12,12,,ND,-999,0,,,,ND,-999,0,,2,12,12,12,1,UG/M3,12,12,12,San Jose,San Jose - Knox Ave,CA,Active,5/16/2025 4:00:00 AM,479154411,Permanent,-13564267.9306554,4486353.21411465
060851001,US,Bay Area Air District,R9,35.4,-8,37.2267,2025-05-15 20:00:00 GMT-8,-121.9786,34,34,34,34,34,34,34,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Jose,Los Gatos,CA,Active,5/16/2025 4:00:00 AM,479154412,Permanent,-13578595.6396764,4470753.12751327
060852006,US,Bay Area Air District,R9,86,-8,37.0792,2025-05-15 20:00:00 GMT-8,-121.5994,35,40,40,40,40,40,40,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Jose,San Martin,CA,Active,5/16/2025 4:00:00 AM,479154413,Permanent,-13536383.2887676,4450152.00295475
060852009,US,Bay Area Air District,R9,0,-8,37.318439,2025-05-15 20:00:00 GMT-8,-122.069702,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Cupertino,CA,Inactive,5/16/2025 4:00:00 AM,479154414,Permanent,-13588737.0679266,4483586.51458818
060870003,US,Monterey Bay Unified APCD,R9,0,-8,37.011902,2025-05-15 20:00:00 GMT-8,-122.193298,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Salinas|Davenport,Davenport AMS,CA,Inactive,5/16/2025 4:00:00 AM,479154415,Permanent,-13602495.7117107,4440765.90243104
060870007,US,Monterey Bay Unified APCD,R9,0,-8,36.98332,2025-05-15 20:00:00 GMT-8,-121.98822,33,55,55,55,30,30,30,1,PPB,,,ND,-999,0,,10,55,55,55,1,UG/M3,55,55,55,Santa Cruz|Davenport|Watsonville,Santa Cruz AMS,CA,Active,5/16/2025 4:00:00 AM,479154416,Permanent,-13579666.5331778,4436782.06530922
060871003,US,Monterey Bay Unified APCD,R9,226.3,-8,37.072092,2025-05-15 20:00:00 GMT-8,-121.007631,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Scotts Valley,Scotts Valley AMS,CA,Inactive,5/16/2025 4:00:00 AM,479154417,Permanent,-13470507.8650203,4449160.25186567
060871004,US,Monterey Bay Unified APCD,R9,87.8,-8,37.048089,2025-05-15 20:00:00 GMT-8,-122.074664,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Lorenzo Valley,Felton AMS,CA,Inactive,5/16/2025 4:00:00 AM,479154418,Permanent,-13589289.43524,4445811.89507754
060871005,US,Monterey Bay Unified APCD,R9,98.2,-8,37.06315,2025-05-15 20:00:00 GMT-8,-122.083092,,33,33,33,,ND,-999,0,,,,ND,-999,0,,5,33,33,33,1,UG/M3,33,33,33,San Lorenzo Valley|Scotts Valley,SLV Middle School AMS,CA,Active,5/16/2025 4:00:00 AM,479154419,Permanent,-13590227.6359084,4447912.74203705
060879990,US,Monterey Bay Unified APCD,R9,0,-8,37.067003,2025-05-15 20:00:00 GMT-8,-122.057206,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Zayante Fire Station,CA,Inactive,5/16/2025 4:00:00 AM,479154420,Permanent,-13587346.0195697,4448450.26095004
060879991,US,Monterey Bay Unified APCD,R9,89.7,-8,37.0481,2025-05-15 20:00:00 GMT-8,-122.074603,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Felton Cal-Fire,CA,Inactive,5/16/2025 4:00:00 AM,479154421,Permanent,-13589282.644751,4445813.42930668
060879992,US,Monterey Bay Unified APCD,R9,98.2,-8,37.063381,2025-05-15 20:00:00 GMT-8,-122.081072,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Felton SLVMS,CA,Inactive,5/16/2025 4:00:00 AM,479154422,Permanent,-13590002.770537,4447944.96729128
060879993,US,Monterey Bay Unified APCD,R9,147.6,-8,37.125861,2025-05-15 20:00:00 GMT-8,-122.122127,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Boulder Creek,CA,Inactive,5/16/2025 4:00:00 AM,479154423,Permanent,-13594572.9922315,4456664.73771644
060879994,US,Monterey Bay Unified APCD,R9,114.4,-8,37.084458,2025-05-15 20:00:00 GMT-8,-122.076311,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Ben Lomond,CA,Inactive,5/16/2025 4:00:00 AM,479154424,Permanent,-13589472.7784413,4450885.69070116
060890004,US,Shasta County Air Quality Management District,R9,152.5,-8,40.5497,2025-05-15 20:00:00 GMT-8,-122.3792,32,32,32,32,32,32,32,1,PPB,,,ND,-999,0,,3,10,10,10,1,UG/M3,10,10,10,Redding,Redding,CA,Active,5/16/2025 4:00:00 AM,479154425,Permanent,-13623190.2276882,4946147.69550694
060890007,US,Shasta County Air Quality Management District,R9,137.3,-8,40.4531,2025-05-15 20:00:00 GMT-8,-122.2978,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Redding,Anderson,CA,Inactive,5/16/2025 4:00:00 AM,479154426,Permanent,-13614128.8211376,4932005.65710586
060890009,US,Shasta County Air Quality Management District,R9,246.1,-8,40.6894,2025-05-15 20:00:00 GMT-8,-122.4024,30,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Redding,Shasta Lake City,CA,Active,5/16/2025 4:00:00 AM,479154427,Permanent,-13625772.8398746,4966635.61928454
060932001,US,Siskiyou County APCD,R9,799.1,-8,41.72679,2025-05-15 20:00:00 GMT-8,-122.63359,42,37,37,37,37,37,37,1,PPB,,,ND,-999,0,,5,28,28,28,1,UG/M3,28,28,28,Yreka,Yreka,CA,Active,5/16/2025 4:00:00 AM,479154429,Permanent,-13651508.7929511,5120141.3629886
060950004,US,Bay Area Air District,R9,5.8,-8,38.102507,2025-05-15 20:00:00 GMT-8,-122.237976,,47,47,47,41,41,41,1,,,,ND,-999,0,,,47,47,47,1,,47,47,47,Fairfield|Napa,Vallejo,CA,Active,5/16/2025 4:00:00 AM,479154430,Permanent,-13607469.2439204,4593916.75175092
060950005,US,Bay Area Air District,R9,9.8,-8,38.227066,2025-05-15 20:00:00 GMT-8,-122.075624,41,35,35,35,35,35,35,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fairfield,Fairfield,CA,Active,5/16/2025 4:00:00 AM,479154431,Permanent,-13589396.3019511,4611552.46954362
060953003,US,Yolo-Solano AQMD,R9,0,-8,38.356556,2025-05-15 20:00:00 GMT-8,-121.949853,28,26,26,26,26,26,26,1,PPB,,,ND,-999,0,,0,3,3,3,1,UG/M3,3,3,3,Vacaville,Vacaville,CA,Active,5/16/2025 4:00:00 AM,479154432,Permanent,-13575395.5382746,4629918.39078549
060959999,US,Yolo-Solano AQMD,R9,6.7,-8,38.167297,2025-05-15 20:00:00 GMT-8,-121.688561,,52,52,52,,ND,-999,0,,,,ND,-999,0,,9,52,52,52,1,UG/M3,52,52,52,Rio Vista,Rio Vista,CA,Active,5/16/2025 4:00:00 AM,479154433,Permanent,-13546308.6458862,4603086.29989042
060970003,US,Bay Area Air District,R9,15.6,-8,38.4431,2025-05-15 20:00:00 GMT-8,-122.7097,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Santa Rosa,Santa Rosa,CA,Inactive,5/16/2025 4:00:00 AM,479154434,Permanent,-13659981.3193954,4642211.47944819
060970004,US,Bay Area Air District,R9,0,-8,38.403765,2025-05-15 20:00:00 GMT-8,-122.818294,32,51,51,51,31,31,31,1,PPB,,,ND,-999,0,,9,51,51,51,1,UG/M3,51,51,51,Santa Rosa,Sebastopol,CA,Active,5/16/2025 4:00:00 AM,479154435,Permanent,-13672069.9481786,4636622.3393086
060990005,US,California Air Resources Board,R9,0,-8,37.642165,2025-05-15 20:00:00 GMT-8,-120.994212,36,38,38,38,38,38,38,1,PPB,22.0,19.0,19,19,1,UG/M3,5,31,31,31,1,UG/M3,31,31,31,Modesto,Modesto - 14th Street,CA,Active,5/16/2025 4:00:00 AM,479154436,Permanent,-13469014.0687734,4528998.33033166
060990006,US,San Joaquin Valley Unified APCD,R9,0,-8,37.4883,2025-05-15 20:00:00 GMT-8,-120.8358,42,41,41,41,41,41,41,1,PPB,30.0,27.0,27,27,1,UG/M3,7,28,28,28,1,UG/M3,28,28,28,,Turlock - S. Minaret Street,CA,Active,5/16/2025 4:00:00 AM,479154437,Permanent,-13451379.7255978,4507389.83444726
061000000,US,Manzanita Band of the Kumeyaay Nation,R9,0,-8,32.7355,2025-05-15 20:00:00 GMT-8,-116.3454,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,,,Inactive,5/16/2025 4:00:00 AM,479154438,Permanent,-12951510.6841397,3860248.40854603
061010003,US,California Air Resources Board,R9,0,-8,39.13868,2025-05-15 20:00:00 GMT-8,-121.61884,37,33,33,33,33,33,33,1,PPB,21.0,19.0,19,19,1,UG/M3,-0.2,4,4,4,1,UG/M3,19,19,19,Yuba City and Marysville,Yuba City,CA,Active,5/16/2025 4:00:00 AM,479154439,Permanent,-13538547.3396686,4741555.80519625
061010004,US,California Air Resources Board,R9,645.4,-8,39.20556,2025-05-15 20:00:00 GMT-8,-121.82046,47,44,44,44,44,44,44,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Sutter Buttes (seasonal),CA,Active,5/16/2025 4:00:00 AM,479154440,Permanent,-13560991.5754023,4751159.19750557
061030004,US,California Air Resources Board,R9,562.1,-8,40.26207,2025-05-15 20:00:00 GMT-8,-122.09265,52,47,47,47,47,47,47,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Tuscan Butte (Seasonal),CA,Active,5/16/2025 4:00:00 AM,479154441,Permanent,-13591291.6276014,4904098.98105204
061030006,US,Tehama County Air Pollution Control District,R9,86,-8,40.170917,2025-05-15 20:00:00 GMT-8,-122.255667,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Red Bluff,Red Bluff-Walnut St,CA,Inactive,5/16/2025 4:00:00 AM,479154442,Permanent,-13609438.597032,4890810.64591158
061030007,US,Tehama County Air Pollution Control District,R9,99.7,-8,40.170917,2025-05-15 20:00:00 GMT-8,-122.255667,36,32,32,32,32,32,32,1,PPB,18.0,14.0,14,14,1,UG/M3,6,29,29,29,1,UG/M3,29,29,29,Red Bluff,Red Bluff - Walnut office,CA,Active,5/16/2025 4:00:00 AM,479154443,Permanent,-13609438.597032,4890810.64591158
061050002,US,North Coast Unified Air Quality Management District,R9,600.2,-8,40.734722,2025-05-15 20:00:00 GMT-8,-122.941109,,22,22,22,,ND,-999,0,,,,ND,-999,0,,5,22,22,22,1,UG/M3,22,22,22,Weaverville,Weaverville,CA,Active,5/16/2025 4:00:00 AM,479154444,Permanent,-13685741.6514403,4973291.61126794
061072002,US,California Air Resources Board,R9,0,-8,36.33252,2025-05-15 20:00:00 GMT-8,-119.29095,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Visalia,Visalia - N. Church Street,CA,Inactive,5/16/2025 4:00:00 AM,479154447,Permanent,-13279407.8102459,4346472.60375095
061072010,US,San Joaquin Valley Unified APCD,R9,0,-8,36.0319,2025-05-15 20:00:00 GMT-8,-119.055,50,44,44,44,44,44,44,1,PPB,,,ND,-999,0,,4,27,27,27,1,UG/M3,27,27,27,,Porterville-NFS,CA,Active,5/16/2025 4:00:00 AM,479154448,Permanent,-13253141.9763932,4305011.65109166
061090005,US,California Air Resources Board,R9,0,-8,37.98178,2025-05-15 20:00:00 GMT-8,-120.378551,49,43,43,43,43,43,43,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Tuolumne County,Sonora - Barretta Street,CA,Active,5/16/2025 4:00:00 AM,479154449,Permanent,-13400478.9997521,4576852.25758217
061110007,US,Ventura County APCD,R9,0,-8,34.21017,2025-05-15 20:00:00 GMT-8,-118.87051,39,54,54,54,34,34,34,1,PPB,,,ND,-999,0,,11,54,54,54,1,UG/M3,54,54,54,Thousand Oaks,Thousand Oaks - Moorpark Road,CA,Active,5/16/2025 4:00:00 AM,479154450,Permanent,-13232604.6435367,4057057.75527964
061110009,US,Ventura County APCD,R9,0,-8,34.40428,2025-05-15 20:00:00 GMT-8,-118.80998,37,54,54,54,33,33,33,1,PPB,,,ND,-999,0,,12,54,54,54,1,UG/M3,54,54,54,Piru,Piru - Pacific,CA,Active,5/16/2025 4:00:00 AM,479154451,Permanent,-13225866.474759,4083216.99749441
061111004,US,Ventura County APCD,R9,233.3,-8,34.44806,2025-05-15 20:00:00 GMT-8,-119.2313,37,53,53,53,32,32,32,1,PPB,,,ND,-999,0,,9,53,53,53,1,UG/M3,53,53,53,Ojai,Ojai - Ojai Ave.,CA,Active,5/16/2025 4:00:00 AM,479154452,Permanent,-13272767.60262,4089125.38793617
061112002,US,Ventura County APCD,R9,0,-8,34.27632,2025-05-15 20:00:00 GMT-8,-118.68369,42,55,55,55,38,38,38,1,PPB,33.0,30.0,30,30,1,UG/M3,11,55,55,55,1,UG/M3,55,55,55,Simi Valley,Simi Valley - Cochran Street,CA,Active,5/16/2025 4:00:00 AM,479154453,Permanent,-13211807.9362667,4065965.67374311
061112003,US,Ventura County APCD,R9,0,-8,34.290001,2025-05-15 20:00:00 GMT-8,-119.313599,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Ventura,Ventura - Emma Wood State Beach,CA,Inactive,5/16/2025 4:00:00 AM,479154454,Permanent,-13281929.0853928,4067808.86451316
061113001,US,Ventura County APCD,R9,0,-8,34.25239,2025-05-15 20:00:00 GMT-8,-119.14318,32,59,59,59,31,31,31,1,PPB,38.0,30.0,30,30,1,UG/M3,13,59,59,59,1,UG/M3,59,59,59,Oxnard,El Rio - Rio Mesa School #2,CA,Active,5/16/2025 4:00:00 AM,479154455,Permanent,-13262958.1290913,4062742.39394664
061130004,US,California Air Resources Board,R9,0,-8,38.53455,2025-05-15 20:00:00 GMT-8,-121.7734,29,33,33,33,31,31,31,1,PPB,,,ND,-999,0,,5.4,33,33,33,1,UG/M3,33,33,33,Davis,Davis - UCD Campus,CA,Active,5/16/2025 4:00:00 AM,479154456,Permanent,-13555752.8801656,4655217.46571978
061131003,US,Yolo-Solano AQMD,R9,0,-8,38.661239,2025-05-15 20:00:00 GMT-8,-121.732683,37,54,54,54,33,33,33,1,PPB,,,ND,-999,0,,13,54,54,54,1,UG/M3,54,54,54,Woodland,Woodland,CA,Active,5/16/2025 4:00:00 AM,479154457,Permanent,-13551220.284459,4673262.47964533
069999915,US,California Air Resources Board,R9,0,-8,38.91661,2025-05-15 20:00:00 GMT-8,-122.6084,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,EBAM6 - Konocti Elementary School,CA,Inactive,5/16/2025 4:00:00 AM,479154458,Permanent,-13648704.654978,4709733.69989421
069999916,US,California Air Resources Board,R9,0,-8,37.74646,2025-05-15 20:00:00 GMT-8,-120.1437,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Greeley Hill,EBAM7 - Sac 5th St. Warehouse,CA,Inactive,5/16/2025 4:00:00 AM,479154459,Permanent,-13374335.5060198,4543670.76955144
069999917,US,California Air Resources Board,R9,0,-8,38.8303,2025-05-15 20:00:00 GMT-8,-122.722,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,La Grange,EBAM8 - Broadway W,CA,Inactive,5/16/2025 4:00:00 AM,479154460,Permanent,-13661350.5491321,4697392.57239777
069999995,US,California Air Resources Board,R9,0,-8,38.91661,2025-05-15 20:00:00 GMT-8,-122.6084,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Tuolumne City,EBAM5 - Konocti High School,CA,Inactive,5/16/2025 4:00:00 AM,479154461,Permanent,-13648704.654978,4709733.69989421
320010002,US,Nevada Division of Environmental Protection,R9,1210.5,-8,39.472471,2025-05-15 20:00:00 GMT-8,-118.783624,39,38,38,38,38,38,38,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Fallon,Fallon,NV,Active,5/16/2025 4:00:00 AM,479155357,Permanent,-13222932.5382597,4789576.73587421
320030022,US,Clark County Department of Environment and Sustainability ,R9,662.2,-8,36.39103,2025-05-15 20:00:00 GMT-8,-114.907429,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Las Vegas,Apex,NV,Inactive,5/16/2025 4:00:00 AM,479155358,Permanent,-12791436.4846442,4354560.75570572
320030024,US,Clark County Department of Environment and Sustainability ,R9,0,-8,36.815897,2025-05-15 20:00:00 GMT-8,-114.050347,48,38,38,38,38,38,38,1,PPB,15.0,11.0,11,11,1,UG/M3,2.6,12,12,12,1,UG/M3,12,12,12,Mesquite,Virgin Valley,NV,Active,5/16/2025 4:00:00 AM,479155360,Permanent,-12696026.5528362,4413476.17666895
320030043,US,Clark County Department of Environment and Sustainability ,R9,736.6,-8,36.106389,2025-05-15 20:00:00 GMT-8,-115.253333,46,40,40,40,40,40,40,1,PPB,12.0,10.0,10,10,1,UG/M3,2.5,13,13,13,1,UG/M3,13,13,13,Las Vegas,Paul Meyer,NV,Active,5/16/2025 4:00:00 AM,479155361,Permanent,-12829942.3417876,4315270.22619909
320030044,US,Clark County Department of Environment and Sustainability ,R9,0,-8,36.0075,2025-05-15 20:00:00 GMT-8,-115.263056,34,33,33,33,33,33,33,1,PPB,11.0,17.0,17,17,1,UG/M3,3,17,17,17,1,UG/M3,17,17,17,Las Vegas,Mountains Edge,NV,Active,5/16/2025 4:00:00 AM,479155362,Permanent,-12831024.7011966,4301653.40955735
320030071,US,Clark County Department of Environment and Sustainability ,R9,771.7,-8,36.169756,2025-05-15 20:00:00 GMT-8,-115.263038,47,44,44,44,44,44,44,1,PPB,9.0,9.0,9,9,1,UG/M3,2.4,13,13,13,1,UG/M3,13,13,13,Las Vegas,Walter Johnson,NV,Active,5/16/2025 4:00:00 AM,479155363,Permanent,-12831022.6974457,4324004.74665967
320030073,US,Clark County Department of Environment and Sustainability ,R9,932.7,-8,36.173415,2025-05-15 20:00:00 GMT-8,-115.332728,45,43,43,43,43,43,43,1,PPB,10.0,9.0,9,9,1,UG/M3,2.5,13,13,13,1,UG/M3,13,13,13,Las Vegas,Palo Verde,NV,Active,5/16/2025 4:00:00 AM,479155364,Permanent,-12838780.5527591,4324509.31952775
320030075,US,Clark County Department of Environment and Sustainability ,R9,709.7,-8,36.270592,2025-05-15 20:00:00 GMT-8,-115.238282,38,38,38,38,38,38,38,1,PPB,43.0,25.0,25,25,1,UG/M3,4.3,18,18,18,1,UG/M3,25,25,25,Las Vegas,Joe Neal,NV,Active,5/16/2025 4:00:00 AM,479155365,Permanent,-12828266.8721317,4337918.57753636
320030298,US,Clark County Department of Environment and Sustainability ,R9,562.4,-8,36.048705,2025-05-15 20:00:00 GMT-8,-115.052942,46,44,44,44,44,44,44,1,PPB,9.0,7.0,7,7,1,UG/M3,2.4,11,11,11,1,UG/M3,11,11,11,Las Vegas,GreenValley,NV,Active,5/16/2025 4:00:00 AM,479155366,Permanent,-12807634.917708,4307325.17611102
320030299,US,Clark County Department of Environment and Sustainability ,R9,0,-8,35.987908,2025-05-15 20:00:00 GMT-8,-115.14885,47,44,44,44,44,44,44,1,PPB,8.0,8.0,8,8,1,UG/M3,2.4,12,12,12,1,UG/M3,12,12,12,Las Vegas,Liberty High School,NV,Active,5/16/2025 4:00:00 AM,479155367,Permanent,-12818311.347431,4298957.65902777
320030540,US,Clark County Department of Environment and Sustainability ,R9,538.3,-8,36.141875,2025-05-15 20:00:00 GMT-8,-115.078742,40,35,35,35,35,35,35,1,PPB,13.0,10.0,10,10,1,UG/M3,2.9,13,13,13,1,UG/M3,13,13,13,Las Vegas,Jerome Mack,NV,Active,5/16/2025 4:00:00 AM,479155368,Permanent,-12810506.9605705,4320160.75470759
320030561,US,Clark County Department of Environment and Sustainability ,R9,564.3,-8,36.163962,2025-05-15 20:00:00 GMT-8,-115.11393,,15,15,15,,ND,-999,0,,13.0,12.0,12,12,1,UG/M3,3,15,15,15,1,UG/M3,15,15,15,Las Vegas,Sunrise Acres,NV,Active,5/16/2025 4:00:00 AM,479155369,Permanent,-12814424.0708125,4323205.80736062
320030602,US,Clark County Department of Environment and Sustainability ,R9,713.4,-8,35.969848,2025-05-15 20:00:00 GMT-8,-114.835007,50,44,44,44,44,44,44,1,PPB,9.0,8.0,8,8,1,UG/M3,1.8,10,10,10,1,UG/M3,10,10,10,Boulder City,Garrett Jr. High,NV,Active,5/16/2025 4:00:00 AM,479155370,Permanent,-12783374.504482,4296473.29609792
320031019,US,Clark County Department of Environment and Sustainability ,R9,925.1,-8,35.785665,2025-05-15 20:00:00 GMT-8,-115.357087,50,45,45,45,45,45,45,1,PPB,9.0,7.0,7,7,1,UG/M3,2.1,11,11,11,1,UG/M3,11,11,11,Jean,Jean,NV,Active,5/16/2025 4:00:00 AM,479155371,Permanent,-12841492.1842354,4271169.14375568
320031501,US,Clark County Department of Environment and Sustainability ,R9,0,-8,36.139707,2025-05-15 20:00:00 GMT-8,-115.175654,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Las Vegas,RT,NV,Active,5/16/2025 4:00:00 AM,479155372,Permanent,-12821295.1550623,4319861.90681352
320031502,US,Clark County Department of Environment and Sustainability ,R9,613.4,-8,36.174365,2025-05-15 20:00:00 GMT-8,-115.13977,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,,Casino Center,NV,Active,5/16/2025 4:00:00 AM,479155373,Permanent,-12817300.5664546,4324640.32754123
320032003,US,Clark County Department of Environment and Sustainability ,R9,0,-8,36.214465,2025-05-15 20:00:00 GMT-8,-115.091437,41,36,36,36,36,36,36,1,PPB,16.0,13.0,13,13,1,UG/M3,4.2,18,18,18,1,UG/M3,18,18,18,Las Vegas,Walnut Rec.,NV,Active,5/16/2025 4:00:00 AM,479155374,Permanent,-12811920.1615061,4330171.69417887
320037771,US,Clark County Department of Environment and Sustainability ,R9,2440,-8,36.318409,2025-05-15 20:00:00 GMT-8,-115.584076,49,45,45,45,45,45,45,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Spring Mountain Youth Camp,NV,Active,5/16/2025 4:00:00 AM,479155375,Permanent,-12866760.484131,4344522.87381368
