EPA AQS ID,Country Code,Data Source,EPA Region,Elevation,GMT Offset Amount (hours),Latitude,Local Time at Monitor,Longitude,OZONE,Ozone & PM AQI,Ozone & PM AQI (For Labeling),Ozone & PM AQI (For Sorting),Ozone AQI,Ozone AQI (For Labeling),Ozone AQI (For Sorting),Ozone Measured at Site,Ozone Unit of Measure,PM10,PM10 AQI,PM10 AQI (For Labeling),PM10 AQI (For Sorting),PM10 Measured at Site,PM10 Unit of Measure,PM2.5,PM2.5 AQI,PM2.5 AQI (For Labeling),PM2.5 AQI (For Sorting),PM2.5 Measured at Site,PM2.5 Unit of Measure,PM2.5 & PM10 AQI,PM2.5 & PM10 AQI (For Labeling),PM2.5 & PM10 AQI (For Sorting),Reporting Area(s),Site Name,State Name,Site Operational Status,ValidTime,ObjectId,MonitorType,x,y
060612001,US,Placer County APCD,R9,50.9,-8,38.89,2025-05-15 20:00:00 GMT-8,-121.3,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Lincoln,Lincoln,CA,Inactive,5/16/2025 4:00:00 AM,479154318,Permanent,-13503054.2332241,4705927.24223031
060631006,US,Northern Sierra AQMD,R9,0,-8,39.9395,2025-05-15 20:00:00 GMT-8,-120.9443,,15,15,15,,ND,-999,0,,,,ND,-999,0,,3.2,15,15,15,1,UG/M3,15,15,15,Quincy,Quincy,CA,Active,5/16/2025 4:00:00 AM,479154319,Permanent,-13463457.8903489,4857154.47528469
060631007,US,Northern Sierra AQMD,R9,0,-8,40.301899,2025-05-15 20:00:00 GMT-8,-121.235001,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Chester,Chester BAM,CA,Active,5/16/2025 4:00:00 AM,479154320,Permanent,-13495818.577642,4909910.89469016
060631010,US,Northern Sierra AQMD,R9,0,-8,39.8134,2025-05-15 20:00:00 GMT-8,-120.4707,,13,13,13,,ND,-999,0,,,,ND,-999,0,,2.4,13,13,13,1,UG/M3,13,13,13,Portola,Portola,CA,Active,5/16/2025 4:00:00 AM,479154321,Permanent,-13410736.9795092,4838863.01203095
060639901,US,Northern Sierra AQMD,R9,0,-8,39.9369,2025-05-15 20:00:00 GMT-8,-120.9478,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Quincy BAM,CA,Inactive,5/16/2025 4:00:00 AM,479154322,Permanent,-13463847.5085667,4856776.99179746
060650004,US,South Coast AQMD,R9,0,-8,33.971699,2025-05-15 20:00:00 GMT-8,-117.530296,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Riverside Co. Metro|San Bernardino Co. Metro|Norco and Corona|Metro Riverside CO,Mira Loma - High School,CA,Inactive,5/16/2025 4:00:00 AM,479154323,Permanent,-13083412.7035027,4025002.52604084
060650012,US,South Coast AQMD,R9,0,-8,33.920758,2025-05-15 20:00:00 GMT-8,-116.858419,49,54,54,54,54,54,54,1,PPB,,,ND,-999,0,,9.9,54,54,54,1,UG/M3,54,54,54,Riverside Co. Metro|Banning,Banning - South Hathaway Street,CA,Active,5/16/2025 4:00:00 AM,479154326,Permanent,-13008619.697987,4018166.71809883
060650016,US,South Coast AQMD,R9,453.2,-8,33.583099,2025-05-15 20:00:00 GMT-8,-117.072197,37,54,54,54,35,35,35,1,PPB,,,ND,-999,0,,9.8,54,54,54,1,UG/M3,54,54,54,Perris Vly|Temecula Vly|Anza Vly|Hemet and San Jacinto,Temecula (Lake Skinner),CA,Active,5/16/2025 4:00:00 AM,479154327,Permanent,-13032417.3560898,3972958.84067995
060651003,US,South Coast AQMD,R9,0,-8,33.741699,2025-05-15 20:00:00 GMT-8,-117.958099,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Palm Springs-Coachella Valley|Metro Riverside CO|Perris Vly|Metro Riverside CO-2,Riverside - Magnolia,CA,Inactive,5/16/2025 4:00:00 AM,479154328,Permanent,-13131035.5156226,3994171.02217741
060652002,US,South Coast AQMD,R9,-1.8,-8,33.708566,2025-05-15 20:00:00 GMT-8,-116.215394,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Palm Springs-Coachella Valley|Antelope Vly|Coachella Vly,Indio - Jackson Street,CA,Inactive,5/16/2025 4:00:00 AM,479154330,Permanent,-12937038.4824197,3989736.36845439
060652005,US,South Coast AQMD,R9,0,-8,33.572019,2025-05-15 20:00:00 GMT-8,-116.063823,,26,26,26,,ND,-999,0,,31.0,26.0,26,26,1,UG/M3,,,ND,-999,0,,26,26,26,Coachella Vly,Saul Martinez,CA,Active,5/16/2025 4:00:00 AM,479154331,Permanent,-12920165.6758806,3971478.38957206
060655001,US,South Coast AQMD,R9,54,-8,33.852605,2025-05-15 20:00:00 GMT-8,-116.540965,65,93,93,93,93,93,93,1,PPB,37.0,33.0,33,33,1,UG/M3,,,ND,-999,0,,33,33,33,Palm Springs-Coachella Valley|Coachella Vly,Palm Springs - Fire Station,CA,Active,5/16/2025 4:00:00 AM,479154332,Permanent,-12973280.8803567,4009027.60826455
060656001,US,South Coast AQMD,R9,135.4,-8,33.789331,2025-05-15 20:00:00 GMT-8,-117.227639,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Riverside Co. Metro|Perris Vly|Hemet and San Jacinto,Perris,CA,Inactive,5/16/2025 4:00:00 AM,479154333,Permanent,-13049721.0803777,4000549.2829662
060658001,US,South Coast AQMD,R9,78.7,-8,33.999449,2025-05-15 20:00:00 GMT-8,-117.415831,42,58,58,58,42,42,42,1,PPB,30.0,34.0,34,34,1,UG/M3,12.9,58,58,58,1,UG/M3,58,58,58,Riverside Co. Metro|Norco and Corona|Metro Riverside CO|E San Bernardino,Riverside - Rubidoux,CA,Active,5/16/2025 4:00:00 AM,479154334,Permanent,-13070670.5179891,4028728.0405365
060658005,US,South Coast AQMD,R9,230.9,-8,33.996387,2025-05-15 20:00:00 GMT-8,-117.4925,39,56,56,56,39,39,39,1,PPB,32.0,38.0,38,38,1,UG/M3,11.8,56,56,56,1,UG/M3,56,56,56,Norco and Corona|Metro Riverside CO,Mira Loma - Van Buren,CA,Active,5/16/2025 4:00:00 AM,479154335,Permanent,-13079205.2720287,4028316.89882462
060659001,US,South Coast AQMD,R9,134.2,-8,33.676535,2025-05-15 20:00:00 GMT-8,-117.331027,39,57,57,57,34,34,34,1,PPB,26.0,25.0,25,25,1,UG/M3,15.4,57,57,57,1,UG/M3,57,57,57,Riverside Co. Metro|Lake Elsinore|Temecula Vly|Anza Vly,Lake Elsinore - W. Flint Street,CA,Active,5/16/2025 4:00:00 AM,479154336,Permanent,-13061230.1798918,3985450.83698737
060659003,US,California Air Resources Board,R9,25.3,-8,33.61235,2025-05-15 20:00:00 GMT-8,-114.60209,34,34,34,34,34,34,34,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Blythe,CA,Active,5/16/2025 4:00:00 AM,479154337,Permanent,-12757446.3026449,3976868.11855326
060670002,US,Sacramento Metro. AQMD,R9,27.5,-8,38.71209,2025-05-15 20:00:00 GMT-8,-121.38109,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,North Highlands,Antelope - North Highlands,CA,Inactive,5/16/2025 4:00:00 AM,479154338,Permanent,-13512081.1307325,4680514.44293916
060670006,US,Sacramento Metro. AQMD,R9,25.3,-8,38.613804,2025-05-15 20:00:00 GMT-8,-121.368007,35,35,35,35,35,35,35,1,PPB,,,ND,-999,1,,4,22,22,22,1,UG/M3,22,22,22,Arden Arcade-Del Paso Manor,Arden Arcade - Del Paso Manor,CA,Active,5/16/2025 4:00:00 AM,479154339,Permanent,-13510624.7378345,4666502.31960435
060670007,US,Sacramento Metro. AQMD,R9,18.3,-8,38.610315,2025-05-15 20:00:00 GMT-8,-121.381541,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,El Camino/Watt,CA,Inactive,5/16/2025 4:00:00 AM,479154340,Permanent,-13512131.3358229,4666005.26419042
060670010,US,California Air Resources Board,R9,0,-8,38.56844,2025-05-15 20:00:00 GMT-8,-121.49311,35,35,35,35,35,35,35,1,PPB,10.0,12.0,12,12,1,UG/M3,6.2,27,27,27,1,UG/M3,27,27,27,Sacramento,Downtown Sacramento - T Street,CA,Active,5/16/2025 4:00:00 AM,479154341,Permanent,-13524551.1400912,4660041.48671757
060670011,US,Sacramento Metro. AQMD,R9,6.4,-8,38.302591,2025-05-15 20:00:00 GMT-8,-121.420838,36,35,35,35,35,35,35,1,PPB,,,ND,-999,0,,3,31,31,31,1,UG/M3,31,31,31,Elk Grove,Elk Grove,CA,Active,5/16/2025 4:00:00 AM,479154342,Permanent,-13516505.8578526,4622260.40355254
060670012,US,Sacramento Metro. AQMD,R9,101.6,-8,38.683304,2025-05-15 20:00:00 GMT-8,-121.164457,,40,40,40,,ND,-999,1,,,,ND,-999,0,,10,40,40,40,1,UG/M3,40,40,40,Folsom,Folsom,CA,Active,5/16/2025 4:00:00 AM,479154343,Permanent,-13487965.6554835,4676408.5806809
060670014,US,Sacramento Metro. AQMD,R9,4,-8,38.650716,2025-05-15 20:00:00 GMT-8,-121.50665,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Natomas,Natomas - Goldenland Court,CA,Inactive,5/16/2025 4:00:00 AM,479154344,Permanent,-13526058.4059965,4671762.41671387
060670015,US,Sacramento Metro. AQMD,R9,0,-8,38.593328,2025-05-15 20:00:00 GMT-8,-121.503728,,26,26,26,,ND,-999,0,,,,ND,-999,0,,7,26,26,26,1,UG/M3,26,26,26,,Bercut Dr,CA,Active,5/16/2025 4:00:00 AM,479154345,Permanent,-13525733.1304444,4663585.58068215
060674001,US,Sacramento Metro. AQMD,R9,8.2,-8,38.556326,2025-05-15 20:00:00 GMT-8,-121.458499,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Sacramento- Stockton Blvd.,CA,Inactive,5/16/2025 4:00:00 AM,479154346,Permanent,-13520698.2611953,4658316.87648523
060675003,US,Sacramento Metro. AQMD,R9,59.2,-8,38.494475,2025-05-15 20:00:00 GMT-8,-121.211131,35,31,31,31,31,31,31,1,PPB,,,ND,-999,0,,5,21,21,21,1,UG/M3,21,21,21,Sloughhouse,Sloughhouse,CA,Active,5/16/2025 4:00:00 AM,479154347,Permanent,-13493161.3813968,4649515.98165228
060679991,US,Sacramento Metro. AQMD,R9,68,-8,38.343812,2025-05-15 20:00:00 GMT-8,-121.109977,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Rancho Seco,CA,Inactive,5/16/2025 4:00:00 AM,479154348,Permanent,-13481900.9696251,4628109.41921796
060690002,US,Monterey Bay Unified APCD,R9,0,-8,36.843425,2025-05-15 20:00:00 GMT-8,-121.3621,34,45,45,45,34,34,34,1,PPB,20.0,17.0,17,17,1,UG/M3,8,45,45,45,1,UG/M3,45,45,45,Hollister,Hollister AMS,CA,Active,5/16/2025 4:00:00 AM,479154349,Permanent,-13509967.1736023,4417304.66491832
060710001,US,Mojave Desert AQMD,R9,695.4,-8,34.894054,2025-05-15 20:00:00 GMT-8,-117.024756,64,67,67,67,67,67,67,1,PPB,37.0,24.0,24,24,1,UG/M3,,,ND,-999,0,,24,24,24,Mojave Desert|Barstow|Twentynine Palms,Barstow,CA,Active,5/16/2025 4:00:00 AM,479154351,Permanent,-13027136.2481271,4149492.81035754
060710005,US,South Coast AQMD,R9,1387.8,-8,34.243132,2025-05-15 20:00:00 GMT-8,-117.272275,59,71,71,71,71,71,71,1,PPB,,,ND,-999,0,,5.4,43,43,43,1,UG/M3,43,43,43,San Bernardino Co. Metro|W San Bernardino M|C San Bernardino M|Big Bear Lake,Crestline - Lake Gregory,CA,Active,5/16/2025 4:00:00 AM,479154352,Permanent,-13054689.9371687,4061495.62258364
060710012,US,Mojave Desert AQMD,R9,1270.3,-8,34.425052,2025-05-15 20:00:00 GMT-8,-117.589813,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Mojave Desert|Phelan,Phelan - Beekley Road & Phelan Road,CA,Inactive,5/16/2025 4:00:00 AM,479154353,Permanent,-13090038.1056363,4086019.92571244
060710013,US,Mojave Desert AQMD,R9,983.9,-8,34.4101,2025-05-15 20:00:00 GMT-8,-116.906874,,19,19,19,,ND,-999,0,,27.0,19.0,19,19,1,UG/M3,,,ND,-999,0,,19,19,19,Victorville,Lucerne Valley,CA,Active,5/16/2025 4:00:00 AM,479154354,Permanent,-13014013.6839134,4084002.26535966
060710026,US,South Coast AQMD,R9,0,-8,34.068114,2025-05-15 20:00:00 GMT-8,-117.525796,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Ontario Near Road,CA,Active,5/16/2025 4:00:00 AM,479154355,Permanent,-13082911.7657941,4037951.74322489
060710027,US,South Coast AQMD,R9,0,-8,34.0309,2025-05-15 20:00:00 GMT-8,-117.617403,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,60 Near Road,CA,Active,5/16/2025 4:00:00 AM,479154356,Permanent,-13093109.4103872,4032951.89621966
060710306,US,Mojave Desert AQMD,R9,278.5,-8,34.510955,2025-05-15 20:00:00 GMT-8,-117.32555,55,61,61,61,61,61,61,1,PPB,25.0,24.0,24,24,1,UG/M3,5,29,29,29,1,UG/M3,29,29,29,Phelan|Victorville,Victorville - Park Avenue,CA,Active,5/16/2025 4:00:00 AM,479154357,Permanent,-13060620.4830408,4097618.89290151
060711004,US,South Coast AQMD,R9,126.6,-8,34.10366,2025-05-15 20:00:00 GMT-8,-117.629096,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,San Bernardino Co. Metro|Pomona Walnut Vly|NW San Bernardino|SW San Bernardino|C San Bernardino|W San Bernardino M,Upland,CA,Inactive,5/16/2025 4:00:00 AM,479154359,Permanent,-13094411.0691931,4042729.53887951
060711234,US,Mojave Desert AQMD,R9,498.7,-8,35.774455,2025-05-15 20:00:00 GMT-8,-117.372109,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Mojave Desert|Trona,Trona - Athol and Telegraph,CA,Active,5/16/2025 4:00:00 AM,479154360,Permanent,-13065803.4072126,4269630.9436766
060712002,US,South Coast AQMD,R9,116.8,-8,34.100132,2025-05-15 20:00:00 GMT-8,-117.491982,33,58,58,58,36,36,36,1,PPB,32.0,36.0,36,36,1,UG/M3,10.3,58,58,58,1,UG/M3,58,58,58,San Bernardino Co. Metro|NW San Bernardino|C San Bernardino,Fontana - Arrow Highway,CA,Active,5/16/2025 4:00:00 AM,479154361,Permanent,-13079147.6085325,4042255.24498243
060714001,US,Mojave Desert AQMD,R9,966.9,-8,34.416506,2025-05-15 20:00:00 GMT-8,-117.285602,51,47,47,47,47,47,47,1,PPB,24.0,25.0,25,25,1,UG/M3,,,ND,-999,0,,25,25,25,Mojave Desert|Hesperia,Hesperia - Olive Street,CA,Active,5/16/2025 4:00:00 AM,479154362,Permanent,-13056173.4920225,4084866.66288379
060714003,US,South Coast AQMD,R9,146.7,-8,34.059626,2025-05-15 20:00:00 GMT-8,-117.147347,46,45,45,45,45,45,45,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Bernardino Co. Metro|E San Bernardino,Redlands - Dearborn,CA,Active,5/16/2025 4:00:00 AM,479154363,Permanent,-13040783.0158229,4036811.15388244
060719004,US,South Coast AQMD,R9,102.5,-8,34.106678,2025-05-15 20:00:00 GMT-8,-117.274063,40,46,46,46,41,41,41,1,PPB,56.0,46.0,46,46,1,UG/M3,,,ND,-999,0,,46,46,46,San Bernardino Co. Metro|NW San Bernardino|C San Bernardino|E San Bernardino,San Bernadino - 4th Street,CA,Active,5/16/2025 4:00:00 AM,479154365,Permanent,-13054888.9764183,4043135.28557782
060730001,US,San Diego APCD,R9,54.9,-8,32.631229,2025-05-15 20:00:00 GMT-8,-117.059074,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,San Diego Coast,Chula Vista,CA,Active,5/16/2025 4:00:00 AM,479154367,Permanent,-13030956.5104121,3846457.45649393
060730003,US,San Diego APCD,R9,144,-8,32.791195,2025-05-15 20:00:00 GMT-8,-116.942093,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Diego Mesa and Inland Valley,El Cajon - Redwood Ave,CA,Inactive,5/16/2025 4:00:00 AM,479154368,Permanent,-13017934.2450596,3867621.27558146
060731001,US,San Diego APCD,R9,39.3,-8,32.952087,2025-05-15 20:00:00 GMT-8,-117.264061,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Diego Coast,Del Mar - Mira Costa College,CA,Inactive,5/16/2025 4:00:00 AM,479154369,Permanent,-13053775.5588714,3888946.03947909
060731002,US,San Diego APCD,R9,200.1,-8,33.127712,2025-05-15 20:00:00 GMT-8,-117.075325,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Diego Mesa and Inland Valley,Escondido,CA,Inactive,5/16/2025 4:00:00 AM,479154370,Permanent,-13032765.563457,3912267.8902405
060731006,US,San Diego APCD,R9,622.5,-8,32.842297,2025-05-15 20:00:00 GMT-8,-116.768326,36,55,55,55,38,38,38,1,PPB,28.0,26.0,26,26,1,UG/M3,11,55,55,55,1,UG/M3,55,55,55,San Diego Foothills,Alpine,CA,Active,5/16/2025 4:00:00 AM,479154371,Permanent,-12998590.591103,3874390.18702992
060731008,US,San Diego APCD,R9,16.2,-8,33.217026,2025-05-15 20:00:00 GMT-8,-117.396156,42,51,51,51,38,38,38,1,PPB,23.0,21.0,21,21,1,UG/M3,9.5,51,51,51,1,UG/M3,51,51,51,San Diego Coast,Camp Pendleton,CA,Active,5/16/2025 4:00:00 AM,479154372,Permanent,-13068480.3070077,3924146.09210103
060731010,US,San Diego APCD,R9,7.9,-8,32.701492,2025-05-15 20:00:00 GMT-8,-117.149651,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Diego Coast,San Diego - Beardsley Street,CA,Inactive,5/16/2025 4:00:00 AM,479154373,Permanent,-13041039.4959297,3855748.71779796
060731014,US,San Diego APCD,R9,184.8,-8,32.579361,2025-05-15 20:00:00 GMT-8,-116.929486,37,60,60,60,37,37,37,1,PPB,33.0,31.0,31,31,1,UG/M3,14.1,60,60,60,1,UG/M3,60,60,60,Border Area,Otay Mesa - Donovan,CA,Active,5/16/2025 4:00:00 AM,479154374,Permanent,-13016530.8402392,3839603.34696517
060731016,US,San Diego APCD,R9,132.1,-8,32.845467,2025-05-15 20:00:00 GMT-8,-117.123894,33,54,54,54,32,32,32,1,PPB,26.0,26.0,26,26,1,UG/M3,9.9,54,54,54,1,UG/M3,54,54,54,San Diego Coast,San Diego - Kearny Villa Rd.,CA,Active,5/16/2025 4:00:00 AM,479154375,Permanent,-13038172.2398054,3874810.20984514
060731019,US,San Diego APCD,R9,20.7,-8,32.543475,2025-05-15 20:00:00 GMT-8,-117.029028,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,San Ysidro,CA,Inactive,5/16/2025 4:00:00 AM,479154376,Permanent,-13027611.8049918,3834863.50329684
060731022,US,San Diego APCD,R9,144,-8,32.789561,2025-05-15 20:00:00 GMT-8,-116.944222,34,54,54,54,31,31,31,1,PPB,26.0,26.0,26,26,1,UG/M3,9.9,54,54,54,1,UG/M3,54,54,54,San Diego Mesa and Inland Valley,El Cajon - Lexington Elementary School,CA,Active,5/16/2025 4:00:00 AM,479154377,Permanent,-13018171.2442555,3867404.90204743
060731024,US,San Diego APCD,R9,18.9,-8,32.542679,2025-05-15 20:00:00 GMT-8,-117.030749,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,San Ysidro,CA,Inactive,5/16/2025 4:00:00 AM,479154378,Permanent,-13027803.3858354,3834758.38864056
060732000,US,Manzanita Band of the Kumeyaay Nation,R9,0,-8,32.7355,2025-05-15 20:00:00 GMT-8,-116.3454,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,,Manzanita Tribe 1,CA,Active,5/16/2025 4:00:00 AM,479154379,Permanent,-12951510.6841397,3860248.40854603
060750005,US,Bay Area Air District,R9,1.5,-8,37.7658,2025-05-15 20:00:00 GMT-8,-122.3978,33,30,30,30,30,30,30,1,PPB,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,San Francisco,San Francisco,CA,Active,5/16/2025 4:00:00 AM,479154380,Permanent,-13625260.7702169,4546393.83233072
060771002,US,California Air Resources Board,R9,0,-8,37.95075,2025-05-15 20:00:00 GMT-8,-121.26897,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Stockton,Stockton - Hazelton Street,CA,Inactive,5/16/2025 4:00:00 AM,479154381,Permanent,-13499599.9894248,4572470.77393243
060772010,US,San Joaquin Valley Unified APCD,R9,0,-8,37.8027,2025-05-15 20:00:00 GMT-8,-121.2208,,33,33,33,,ND,-999,0,,27.0,28.0,28,28,1,UG/M3,7.7,33,33,33,1,UG/M3,33,33,33,Stockton,Manteca,CA,Active,5/16/2025 4:00:00 AM,479154382,Permanent,-13494237.7295533,4551591.31102513
060773005,US,San Joaquin Valley Unified APCD,R9,0,-8,37.6825,2025-05-15 20:00:00 GMT-8,-121.4406,36,37,37,37,37,37,37,1,PPB,12.0,12.0,12,12,1,UG/M3,5,23,23,23,1,UG/M3,23,23,23,,TracyAP,CA,Active,5/16/2025 4:00:00 AM,479154383,Permanent,-13518705.7536296,4534670.29576227
060790005,US,California Air Resources Board,R9,252.2,-8,35.614668,2025-05-15 20:00:00 GMT-8,-120.656912,36,34,34,34,34,34,34,1,PPB,20.0,23.0,23,23,1,UG/M3,,,ND,-999,0,,23,23,23,Paso Robles,Paso Robles - Santa Fe Ave,CA,Active,5/16/2025 4:00:00 AM,479154384,Permanent,-13431466.0045288,4247729.00189135
060792002,US,California Air Resources Board,R9,0,-8,35.283901,2025-05-15 20:00:00 GMT-8,-120.654198,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,San Luis Obispo,San Luis Obispo - Marsh Street,CA,Inactive,5/16/2025 4:00:00 AM,479154385,Permanent,-13431163.8834308,4202529.39877786
060792004,US,San Luis Obispo County APCD,R9,0,-8,35.02079,2025-05-15 20:00:00 GMT-8,-120.56389,,63,63,63,,ND,-999,0,,29.0,27.0,27,27,1,UG/M3,12,63,63,63,1,UG/M3,63,63,63,Nipomo Mesa2,Mesa 2,CA,Active,5/16/2025 4:00:00 AM,479154386,Permanent,-13421110.8428562,4166706.78105694
060792006,US,California Air Resources Board,R9,0,-8,35.25651,2025-05-15 20:00:00 GMT-8,-120.6693,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,San Luis Obispo,San Luis Obispo - Higuera St,CA,Inactive,5/16/2025 4:00:00 AM,479154387,Permanent,-13432845.0303808,4198794.69714418
060792007,US,San Luis Obispo County APCD,R9,30.5,-8,35.04676,2025-05-15 20:00:00 GMT-8,-120.58777,,52,52,52,,ND,-999,0,,36.0,35.0,35,35,1,UG/M3,6,52,52,52,1,UG/M3,52,52,52,Nipomo CDF,CDF,CA,Active,5/16/2025 4:00:00 AM,479154388,Permanent,-13423769.1522964,4170237.45832423
060793001,US,San Luis Obispo County APCD,R9,0,-8,35.36639,2025-05-15 20:00:00 GMT-8,-120.8426,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Morro Bay,Morro Bay,CA,Inactive,5/16/2025 4:00:00 AM,479154389,Permanent,-13452136.6981352,4213784.22927168
060794002,US,San Luis Obispo County APCD,R9,30.8,-8,35.0315,2025-05-15 20:00:00 GMT-8,-120.50101,38,35,35,35,34,34,34,1,PPB,34.0,35.0,35,35,1,UG/M3,,,ND,-999,0,,35,35,35,Nipomo,NRP,CA,Active,5/16/2025 4:00:00 AM,479154390,Permanent,-13414111.0732752,4168162.69261986
060798001,US,San Luis Obispo County APCD,R9,0,-8,35.4914,2025-05-15 20:00:00 GMT-8,-120.6681,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Paso Robles|Atascadero,Atascadero,CA,Inactive,5/16/2025 4:00:00 AM,479154391,Permanent,-13432711.4469918,4230862.58949421
060798002,US,San Luis Obispo County APCD,R9,260.2,-8,35.494556,2025-05-15 20:00:00 GMT-8,-120.666203,35,32,32,32,32,32,32,1,PPB,18.0,18.0,18,18,1,UG/M3,3,13,13,13,1,UG/M3,18,18,18,Atascadero,Atascadero,CA,Active,5/16/2025 4:00:00 AM,479154392,Permanent,-13432500.2739178,4231294.09288407
060798005,US,San Luis Obispo County APCD,R9,0,-8,35.64366,2025-05-15 20:00:00 GMT-8,-120.23134,50,44,44,44,44,44,44,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Red Hills,Redhills,CA,Active,5/16/2025 4:00:00 AM,479154393,Permanent,-13384091.5461929,4251699.66807266
060798006,US,San Luis Obispo County APCD,R9,0,-8,35.35474,2025-05-15 20:00:00 GMT-8,-120.04013,44,38,38,38,38,38,38,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Carrizo Plains,Carrizo,CA,Active,5/16/2025 4:00:00 AM,479154394,Permanent,-13362806.1463584,4212194.00212075
060799999,US,San Luis Obispo County APCD,R9,132.1,-8,35.172906,2025-05-15 20:00:00 GMT-8,-120.63492,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Carrizo Plains,Temporary PM2.5,CA,Inactive,5/16/2025 4:00:00 AM,479154395,Permanent,-13429017.8662873,4187403.27526446
060811001,US,Bay Area Air District,R9,0.9,-8,37.4828,2025-05-15 20:00:00 GMT-8,-122.2022,35,49,49,49,32,32,32,1,PPB,,,ND,-999,0,,8,49,49,49,1,UG/M3,49,49,49,Fremont|Redwood City,Redwood City,CA,Active,5/16/2025 4:00:00 AM,479154396,Permanent,-13603486.6778178,4506618.25042888
060830008,US,Santa Barbara County Air Pollution Control District,R9,0,-8,34.462502,2025-05-15 20:00:00 GMT-8,-120.024399,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Gaviota Coast,El Capitan,CA,Inactive,5/16/2025 4:00:00 AM,479154397,Permanent,-13361054.9794487,4091075.10714282
060830011,US,Santa Barbara County Air Pollution Control District,R9,6.1,-8,34.42775,2025-05-15 20:00:00 GMT-8,-119.69091,16,63,63,63,16,16,16,1,PPB,,29.0,29,29,1,,17,63,63,63,1,UG/M3,63,63,63,Santa Barbara,Santa Barbara,CA,Active,5/16/2025 4:00:00 AM,479154398,Permanent,-13323931.1537835,4086384.03902244
060831008,US,California Air Resources Board,R9,0,-8,34.942872,2025-05-15 20:00:00 GMT-8,-120.435611,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Santa Maria,Santa Maria - Broadway,CA,Inactive,5/16/2025 4:00:00 AM,479154399,Permanent,-13406830.8898968,4156120.38457065
